 501658408	14.38	-85.50	3842	3060	3109	3084 
 501658953	14.34	-2.30	3842	3062	3116	3062 
 501659498	14.36	-73.70	3842	3085	3069	3115 
 501660043	14.37	-43.00	3842	3084	3064	3148 
 501660588	14.35	26.10	3842	3062	3102	3100 
 501661132	14.40	-94.10	3842	3061	3116	3062 
 501661677	14.39	-110.30	3842	3078	3076	3104 
 501662222	14.42	-97.50	3842	3092	3059	3150 
 501662767	14.37	-57.10	3842	3066	3094	3108 
 501663311	14.36	-74.70	3842	3062	3115	3064 
 501663856	14.38	-101.10	3843	3075	3084	3090 
 501664401	14.40	-24.10	3842	3093	3061	3144 
 501664946	14.40	-65.70	3842	3070	3087	3125 
 501665490	14.38	-90.20	3842	3057	3116	3059 
 501666035	14.36	-19.50	3842	3072	3095	3078 
 501666580	14.38	-21.10	3842	3088	3062	3144 
 501667125	14.38	-8.50	3842	3075	3079	3134 
 501667670	14.37	-135.70	3842	3058	3112	3071 
 501668214	14.37	-58.00	3842	3066	3100	3072 
 501668759	14.34	-36.00	3842	3087	3063	3133 
 501669304	14.38	-112.90	3842	3073	3072	3141 
 501669849	14.39	-82.60	3842	3059	3110	3080 
 501670393	14.39	-80.90	3842	3067	3108	3067 
 501670938	14.35	-9.00	3841	3085	3067	3118 
 501671483	14.38	-13.90	3842	3081	3069	3134 
 501672028	14.40	-95.80	3842	3058	3104	3087 
 501672572	14.38	-95.70	3842	3061	3115	3062 
 501673117	14.35	4.20	3842	3082	3072	3108 
 501673662	14.39	-94.80	3843	3084	3065	3150 
 501674207	14.38	-86.30	3842	3061	3097	3099 
 501674752	14.39	-30.40	3842	3061	3116	3066 
 501675296	14.38	-106.90	3842	3078	3075	3098 
 501675841	14.39	-104.40	3842	3085	3061	3149 
 501676386	14.34	68.60	3843	3068	3092	3119 
 501676931	14.35	-12.80	3842	3059	3113	3063 
 501677475	14.37	-46.00	3842	3076	3092	3087 
 501678020	14.34	81.40	3842	3088	3059	3140 
 501678565	14.38	-112.30	3842	3068	3085	3125 
 501679110	14.40	-95.90	3842	3057	3118	3064 
 501679654	14.36	-67.50	3842	3070	3096	3078 
 501680199	14.38	-118.20	3842	3088	3063	3139 
 501680744	14.38	-50.10	3842	3072	3076	3131 
 501681289	14.38	-26.30	3842	3058	3119	3070 
 501681833	14.40	-124.70	3842	3069	3102	3072 
 501682378	14.35	-1.70	3842	3089	3063	3128 
 501682923	14.34	-11.50	3842	3074	3074	3141 
 501683468	14.37	-73.00	3842	3059	3115	3077 
 501684013	14.36	37.00	3842	3069	3110	3066 
 501684557	14.37	-68.70	3842	3087	3066	3122 
 501685102	14.37	-45.10	3842	3077	3071	3131 
 501685647	14.38	-131.50	3842	3059	3108	3082 
 501686192	14.40	-121.80	3842	3062	3112	3062 
 501686736	14.34	78.60	3842	3085	3068	3111 
 501687281	14.38	-112.70	3842	3082	3065	3147 
 501687826	14.34	-2.00	3842	3062	3101	3100 
 501688371	14.39	-98.80	3842	3060	3116	3061 
 501688915	14.39	-110.10	3842	3079	3076	3102 
 501689460	14.36	-72.80	3842	3090	3057	3150 
 501690005	14.40	-107.40	3842	3067	3095	3110 
 501690550	14.39	-112.00	3842	3059	3113	3063 
 501691095	14.38	-27.00	3842	3076	3085	3089 
 501691639	14.36	-78.10	3842	3086	3056	3147 
 501692184	14.38	-115.10	3842	3068	3089	3124 
 501692729	14.37	-56.30	3842	3055	3114	3063 
 501693274	14.37	-87.60	3842	3071	3099	3085 
 501693818	14.38	-124.20	3842	3092	3062	3146 
 501694363	14.38	-50.40	3842	3073	3077	3135 
 501694908	14.35	38.70	3842	3055	3113	3073 
 501695453	14.37	-87.90	3842	3068	3104	3069 
 501695997	14.37	-83.60	3842	3092	3063	3129 
 501696542	14.33	32.60	3842	3075	3076	3142 
 501697087	14.38	-26.60	3842	3057	3110	3077 
 501697632	14.34	-17.30	3842	3063	3105	3063 
 501698177	14.38	-43.60	3842	3087	3067	3121 
 501698721	14.40	-128.70	3842	3078	3069	3145 
 501699266	14.37	-68.70	3842	3058	3106	3086 
 501699811	14.37	-25.40	3842	3060	3115	3065 
 501700356	14.40	-98.80	3842	3084	3072	3110 
 501700900	14.39	-86.20	3842	3082	3063	3147 
 501701445	14.35	36.40	3842	3061	3101	3100 
 501701990	14.37	17.90	3842	3058	3115	3057 
 501702535	14.38	-121.90	3842	3080	3074	3107 
 501703079	14.38	-17.20	3842	3085	3061	3146 
 501703624	14.36	-90.50	3842	3065	3093	3109 
 501704169	14.37	-56.80	3842	3059	3114	3060 
 501704714	14.40	-115.40	3842	3078	3084	3097 
 501705259	14.38	-46.80	3842	3087	3059	3149 
 501705803	14.39	-110.60	3842	3068	3089	3119 
 501706348	14.37	-60.70	3842	3055	3116	3058 
 501706893	14.36	-90.00	3842	3074	3089	3084 
 501707438	14.35	1.30	3842	3089	3058	3138 
 501707982	14.39	-117.80	3842	3069	3089	3125 
 501708527	14.41	-140.40	3843	3054	3114	3062 
