 500460972	14.36	-109.60	3843	3078	3071	3132 
 500461516	14.38	-137.90	3844	3059	3112	3079 
 500462061	14.37	-77.90	3844	3062	3107	3060 
 500462606	14.38	-42.50	3844	3088	3065	3118 
 500463151	14.37	-15.90	3844	3075	3069	3141 
 500463695	14.38	-137.60	3844	3059	3110	3080 
 500464240	14.37	-86.10	3844	3064	3105	3067 
 500464785	14.36	-104.90	3844	3085	3062	3121 
 500465330	14.40	-162.20	3844	3074	3073	3141 
 500465874	14.32	67.90	3844	3060	3109	3080 
 500466419	14.40	-154.20	3844	3067	3115	3069 
 500466964	14.40	-151.10	3844	3087	3064	3129 
 500467509	14.34	-5.50	3844	3076	3073	3134 
 500468054	14.36	-110.50	3844	3058	3111	3075 
 500468598	14.39	-113.70	3844	3067	3107	3067 
 500469143	14.38	50.40	3844	3088	3062	3127 
 500469688	14.35	-30.80	3844	3076	3072	3140 
 500470233	14.38	-130.80	3844	3056	3116	3077 
 500470777	14.37	-65.70	3844	3067	3101	3071 
 500471322	14.37	-41.80	3844	3088	3064	3130 
 500471867	14.41	-146.30	3844	3074	3078	3140 
 500472412	14.37	-91.00	3844	3059	3109	3068 
 500472956	14.40	-94.00	3844	3066	3101	3074 
 500473501	14.41	-175.20	3844	3087	3060	3139 
 500474046	14.33	76.90	3844	3076	3079	3131 
 500474591	14.38	-64.10	3844	3056	3115	3064 
 500475136	14.37	-61.20	3844	3069	3096	3082 
 500475680	14.39	-129.60	3844	3088	3064	3139 
 500476225	14.41	-172.30	3844	3071	3083	3121 
 500476770	14.38	-41.00	3843	3056	3113	3059 
 500477315	14.40	-55.50	3844	3072	3091	3080 
 500477859	14.41	-178.50	3844	3089	3059	3144 
 500478404	14.40	-91.70	3843	3071	3088	3119 
 500478949	14.35	-40.90	3844	3057	3115	3061 
 500479494	14.38	-162.00	3844	3073	3089	3089 
 500480038	14.34	-21.10	3844	3086	3058	3148 
 500480583	14.35	29.80	3844	3069	3092	3117 
 500481128	14.40	-77.00	3844	3058	3117	3056 
 500481673	14.41	-160.10	3844	3077	3085	3095 
 500482217	14.33	77.80	3844	3084	3060	3144 
 500482762	14.37	-95.90	3844	3064	3091	3109 
 500483307	14.40	-32.80	3843	3059	3110	3061 
 500483852	14.39	-67.60	3843	3077	3077	3097 
 500484397	14.38	-23.00	3843	3087	3063	3149 
 500484941	14.43	-205.90	3843	3062	3095	3099 
 500485488	14.37	-23.30	3844	3058	3115	3061 
 500486033	14.38	-166.60	3843	3082	3073	3109 
 500486578	14.40	-70.80	3844	3085	3065	3146 
 500487122	14.35	6.00	3844	3061	3103	3098 
 500487667	14.39	-139.00	3843	3061	3112	3062 
 500488212	14.37	-41.10	3843	3083	3073	3106 
 500488757	14.37	-65.00	3844	3082	3064	3141 
 500489302	14.38	-66.90	3843	3064	3102	3091 
 500489846	14.35	-15.30	3844	3060	3112	3060 
 500490391	14.37	-65.40	3843	3084	3064	3118 
 500490936	14.35	20.10	3843	3081	3067	3143 
 500491481	14.37	-87.80	3843	3057	3106	3083 
 500492025	14.39	-123.90	3843	3066	3107	3064 
 500492570	14.37	-108.60	3843	3089	3063	3121 
 500493115	14.37	27.70	3844	3076	3070	3141 
 500493660	14.38	-80.90	3844	3058	3116	3074 
 500494204	14.36	-2.00	3844	3063	3108	3068 
 500494749	14.38	-127.90	3844	3087	3062	3127 
 500495294	14.38	-167.80	3843	3073	3075	3132 
 500495839	14.34	79.90	3844	3060	3116	3075 
 500496384	14.37	-93.10	3844	3067	3104	3069 
 500496928	14.37	-13.80	3843	3088	3060	3134 
 500497473	14.42	-187.00	3843	3070	3076	3130 
 500498018	14.40	-145.30	3843	3060	3117	3069 
 500498563	14.40	-177.60	3843	3066	3097	3073 
 500499107	14.35	12.60	3844	3089	3061	3139 
 500499652	14.38	-33.00	3843	3071	3075	3127 
 500500197	14.40	-88.90	3843	3057	3118	3065 
 500500742	14.37	-44.40	3844	3070	3096	3081 
 500501286	14.35	57.60	3844	3088	3061	3144 
 500501831	14.40	-31.40	3843	3072	3081	3125 
 500502376	14.42	-58.90	3844	3057	3118	3059 
 500502921	14.37	-137.60	3843	3072	3091	3086 
 500503465	14.40	-217.40	3843	3088	3060	3145 
 500504010	14.34	75.60	3844	3070	3085	3125 
 500504555	14.37	-105.10	3843	3055	3112	3064 
 500505100	14.38	-56.00	3843	3073	3090	3083 
 500505645	14.40	-210.20	3844	3087	3062	3144 
 500506189	14.35	-41.40	3844	3068	3087	3120 
 500506734	14.36	-5.60	3844	3057	3111	3060 
 500507279	14.43	-258.40	3843	3071	3090	3088 
 500507824	14.35	-22.40	3843	3093	3061	3144 
 500508368	14.40	-121.00	3844	3068	3087	3118 
 500508913	14.38	0.80	3843	3055	3117	3063 
 500509458	14.42	-172.10	3844	3076	3084	3092 
 500510003	14.40	-87.80	3843	3087	3061	3143 
 500510547	14.37	-83.00	3843	3068	3091	3114 
 500511092	14.37	-66.30	3843	3058	3111	3059 
 500511637	14.37	-87.20	3843	3076	3085	3095 
 500512182	14.40	-82.60	3843	3086	3059	3149 
 500512727	14.40	-127.10	3843	3063	3089	3109 
 500513271	14.36	-48.80	3843	3060	3113	3058 
 500513816	14.37	11.80	3843	3077	3082	3094 
 500514361	14.38	-91.10	3843	3088	3064	3153 
 500514906	14.36	8.90	3843	3062	3097	3110 
 500515450	14.41	-114.10	3843	3057	3115	3061 
 500515995	14.36	47.90	3844	3079	3074	3100 
 500516540	14.36	44.60	3844	3086	3065	3146 
 500517085	14.40	-47.50	3843	3062	3098	3098 
 500517629	14.36	7.90	3843	3059	3109	3063 
 500518174	14.40	-75.50	3844	3086	3072	3112 
 500518719	14.36	24.30	3844	3081	3066	3147 
 500519264	14.36	5.70	3844	3059	3102	3094 
 500519809	14.35	-38.60	3843	3057	3110	3064 
 500520353	14.37	-76.20	3843	3085	3071	3111 
 500520898	14.37	-87.40	3843	3079	3063	3146 
 500521443	14.40	-130.70	3844	3060	3107	3086 
 500521988	14.36	32.60	3843	3061	3109	3061 
 500522532	14.35	-77.40	3844	3084	3071	3110 
 500523077	14.38	-77.30	3843	3081	3066	3146 
 500523622	14.40	-51.10	3844	3057	3103	3088 
 500524167	14.39	-21.70	3844	3059	3111	3064 
 500524711	14.40	-112.10	3843	3084	3069	3116 
 500525256	14.36	45.60	3843	3082	3068	3137 
 500525801	14.36	13.60	3844	3057	3102	3086 
 500526346	14.36	16.20	3843	3059	3113	3059 
 500526891	14.38	-51.80	3843	3085	3071	3113 
 500527435	14.41	-16.30	3843	3080	3067	3145 
 500527980	14.40	-144.90	3843	3062	3104	3089 
 500528525	14.38	-1.10	3843	3060	3114	3062 
 500529070	14.40	-116.40	3843	3080	3070	3110 
 500529614	14.44	-200.70	3843	3082	3066	3148 
 500530159	14.40	-104.40	3844	3060	3105	3099 
 500530704	14.35	-31.10	3844	3060	3116	3060 
 500531249	14.40	-95.60	3843	3082	3072	3108 
 500531793	14.42	-95.20	3843	3083	3065	3147 
 500532338	14.37	-77.80	3843	3061	3101	3098 
 500532883	14.39	-92.60	3844	3057	3112	3059 
 500533428	14.42	-78.80	3843	3082	3074	3106 
 500533972	14.37	74.00	3844	3085	3064	3146 
 500534517	14.35	22.00	3844	3060	3101	3094 
 500535062	14.39	-142.40	3843	3059	3115	3063 
 500535607	14.35	28.50	3844	3084	3076	3103 
 500536152	14.38	5.30	3844	3085	3060	3144 
 500536696	14.38	-41.90	3844	3061	3101	3098 
 500537241	14.37	-105.70	3843	3059	3110	3059 
 500537786	14.37	-51.80	3844	3080	3076	3106 
 500538331	14.42	-223.80	3843	3085	3065	3147 
 500538875	14.37	-44.20	3844	3064	3100	3104 
 500539420	14.37	-24.30	3843	3057	3116	3062 
 500539965	14.40	-108.40	3843	3080	3076	3099 
 500540510	14.39	-174.00	3843	3086	3060	3149 
 500541054	14.40	-171.90	3843	3064	3096	3110 
 500541599	14.40	-107.70	3843	3059	3111	3064 
 500542144	14.40	-18.00	3843	3075	3083	3094 
 500542689	14.38	-169.50	3843	3091	3059	3148 
 500543234	14.42	-175.90	3844	3068	3091	3114 
 500543778	14.41	-276.50	3844	3058	3117	3060 
 500544323	14.39	-136.40	3843	3077	3090	3090 
 500544868	14.35	-15.10	3844	3090	3062	3145 
 500545413	14.36	7.00	3844	3067	3087	3125 
 500545957	14.43	-279.50	3844	3054	3111	3063 
 500546502	14.37	-59.40	3844	3072	3092	3087 
 500547047	14.38	-54.00	3843	3088	3061	3145 
 500547592	14.38	-28.50	3844	3067	3082	3125 
 500548136	14.39	-152.70	3843	3058	3113	3062 
 500548681	14.38	-67.00	3844	3072	3096	3085 
 500549226	14.42	-155.70	3843	3093	3060	3142 
 500549771	14.40	-179.00	3843	3070	3079	3123 
 500550316	14.35	-74.50	3843	3056	3112	3066 
 500550860	14.38	-4.90	3843	3069	3097	3080 
 500551405	14.38	-50.60	3844	3087	3060	3138 
